sentences	ADR	WD	EF	INF	SSI	DI
Freaky dreams for a few months after starting it.	1	0	0	0	0	0
sick of losing track of what I wanted to say, feeling of numbness, the constant need to sleep.	1	0	0	0	0	0
This is the worst drug on the market!	0	0	0	0	0	0
These disappeared after a few weeks.	0	0	0	0	0	0
Weight gain, increased appetite.	1	0	0	0	0	0
And even though I found it effective, I agree that it is horrid to wean off of it.	0	1	1	0	0	0
Shaking, Irritable, Energy, later fatigue, constipation, anxiousness, anxiety attacks, craving sweets, flu like symptoms, ear ache, weak, as if my heart was overly stressed if I done the least little thing.	1	0	0	0	0	0
I sweat a little more and my sex drive has decreased somewhat.	1	0	0	0	0	0
What I mean is that during the 4 months I was taking Cymbalta, I almost took my life.	0	0	0	0	0	0
I called my dr. office they told me to drop it down to 2.5 until they could see me.	0	0	0	0	0	0
I found that if I took it in the morning, I would get very tired after about 6 to 8 hours.	1	0	0	0	0	0
No sex=no good, though.And you'll probably scare your partner away anyway after they realize that you've soaked yourself, your pj's, and the sheets through with night sweats.	1	0	0	0	0	0
I pray I come out of this.	0	0	0	0	0	0
I've been on and off of zoloft for a lot of years, and it has helped fairly well.	0	0	0	0	0	0
It was getting quite debilitating because my work requires driving to different places at times, Now, for the 10 months I've been taking Lexapro, I've only had three instances where I could feel myself going into a panic attack .	0	0	1	0	1	1
zomby-like emotionlessness.	1	0	0	0	0	0
Brain fog, derealization/depersonalization, lack of concentration, hard time remembering things.	1	0	0	0	0	0
its hard but if you can hang in there then do it.	0	0	0	0	0	0
Never will i take this crap again.	0	0	0	0	0	0
"I cannot go shopping, people in the store are ""too close to me"" and I become very fight or flight."	0	1	0	0	0	0
I am seeing a specialist for the vertigo and undergoing testing which now I have been diagnosed with vestibular neurontitis.	1	0	0	0	0	0
So I finally made to decision to start it and hope for the best and it seems like not too many side effects are going to get me.	1	0	0	0	0	0
I've taken all the other anti-depressants over many years and couldn't stand the side effects.	1	0	0	0	0	0
Still have some depression symptoms (crying, etc), but it takes the edge away for the most part.	0	0	1	1	1	1
I have since been to a Nature Path, Gastrointerologist, Allergist and Immunologist, as well as the Gynocologist that I work for, to try to figure out what has been causing my abd pain and excessive weight gain (40+ lbs).	0	0	0	0	0	0
I insisted that 30mg was working wonders, and he reluctantly prescribed a 2 week course at 30mg Well, that's where I've remained for 3 months now.	0	0	0	0	0	0
The Lexapro seems to have made it possible to take Wellbutrin without the negative side effects.	0	0	0	0	0	0
HOW TO QUIT THIS DRUG:  Buy an over-the-counter sinus headache medicine for the zaps, and take very high doses of Omega-3s, Also, attempt to take a low dose of a drug such as Zoloft if you are able.	0	1	0	0	0	0
Apart from that, no adverse side-effects.	0	0	0	0	0	0
it probably saved me.	0	0	1	0	0	0
It is way better than Paxil.	0	0	0	0	0	0
As for depression, I took prozac years ago, and found that much more effective in eliminating my depression.	0	0	0	0	1	1
after only 3 x 75mg tablets of effexor xr.	0	0	0	0	0	0
May sound like a crappy drug, but I'll take the side effects for no seizures any day.	1	0	1	0	1	0
Not sure what ratio will work yet but if I can't sleep, I can't function so I will continue to find balance.	0	0	0	0	0	0
Suicidality increased dramatically in the first three weeks.	1	0	0	0	0	0
good, much better than the effexor I was on.	0	0	1	0	0	0
The only reason I'm sitting up at all is so I can warn others NOT to use Cymbalta.	0	0	0	0	0	0
Have been taking Effexor XR for 9 years.	0	0	0	0	0	0
Now I have night sweats and my body temperature has increased.	1	0	0	0	0	0
*BOTTOM LINE: you DON'T have to suffer through your depression, GET HELP!	0	0	0	0	0	0
Had 5 friends pass away from December 2014 to May of 2015 started getting depressed.	0	0	0	0	1	0
Lilly knew, failed to disclose, and lied about the number of patients reporting adverse effects upon stopping.	0	0	0	0	0	0
I 'submitted' to my therapists advice and tried Lexipro- to no avail.	0	0	0	0	0	0
Anyway, my life is on track, I have nothing to be depressed or sad about.	0	0	1	0	0	0
10mg dose is more than enough .	0	0	0	0	0	0
Now I actually enjoy being the center of attention and even seek out new friends.	0	0	1	0	0	0
And I can remember every detail of them when i wake up in the morning.	1	0	0	0	0	0
I've gotten used to the side effects, and am sticking with it.	1	0	0	0	0	0
i havnt noticed that much of a change in my anxiety.	0	0	0	1	1	1
When taking at night, Cymbalta caused insomnia something awful.	1	0	0	0	0	0
Side effects after first four months .	0	0	0	0	0	0
I started at 37.5mg the first week then went up to 75mg and immediatly started to feel better.	0	0	0	1	0	0
I have a feeling of wellness and contentment; no anxiety attacks, no weight gain, no night sweats - i just feel like my old self - optimistic and upbeat.	0	0	1	0	1	1
I lost my job and will have to find another one.	1	0	0	0	0	0
I took this medication for a month before I started getting extreme suicidal feelings, which I had not had before taking it.	1	0	0	0	0	0
Even with all this I function normally & I am self employed, which is extremely stressful.	0	0	0	0	1	0
Weight Loss, initially nausea, but the nausea subsided after ~3 weeks. 	1	0	0	0	0	0
They have not caused any problems yet with the cymbalta.	0	0	0	0	0	0
When I am on it I am calm cool and in control.	0	0	1	0	0	0
takes much longer to climax.	1	0	0	0	0	0
It's very sad, but it proves to me that medicine is just a money making field, instead of a people helping field.	0	0	0	0	0	0
Just kind of existing day by day.	1	0	0	0	0	0
It is a trade off that I am satisfied with 3 years.	0	0	1	0	0	0
I was tired, and felt extra exhausted all the time.	1	0	0	0	0	0
I took prozac instead of the cymbalta and that helped alot.	0	0	0	0	0	0
Before, I was starting to drink a glass or 2 of wine at night to reduce my anxiety.	0	0	0	0	1	1
IT'S TOO EXPENSIVE IF YOU DON'T HAVE INSURANCE!	0	0	0	0	0	0
I stated I feel apathy, but I believe its because I feel apathy towards things that used to make me sad and depressed, and anxious.	1	0	0	0	1	1
I am able to sleep at night on this drug, my sexual drive is fine, and I don't seem to eat out of stress.	0	0	0	0	0	0
Kind of freaked me out.	0	0	0	0	0	0
My love life suffers due to the lack of sex but it lets me focus on other areas.	1	0	1	0	0	0
Zoloft withdrawal was one of the worst experiences that I ever had in my life!	0	1	0	0	0	0
Am considering switch.	0	0	0	0	0	0
0% sex drive, difficulty sleeping, nightmares, profuse sweating.	1	0	0	0	0	0
Now that I am no longer on this med.	0	0	0	0	0	0
"The risks of such dangerous and hidden physiological side effects are in NO WAY worth the potential positive effects of so-called subjective ""mental stability"" which is merely illusory and masks the hidden danger."	1	0	0	0	0	0
I read all the side effects and was reluctant to start it, but knew that I needed to take something in order to function in life.	0	0	0	0	0	0
This is the withdrawl stage.	0	0	0	0	0	0
Less is more.	0	0	0	0	0	0
I hope and pray it subsides.	0	0	0	0	0	0
I began with ten and moved to twenty after a month.	0	0	0	0	0	0
And boy did they arrive with a vengence!	0	0	0	0	0	0
I also experienced an initial period of emotional numbness by which I mean I didn't feel I was experiencing my emotions normally no matter what it was I was feeling.	1	0	0	0	0	0
Sometimes I feel zombie-like, like life is out of focus.	1	0	0	0	0	0
When I have gone off the medication, the depression and anxiety is so awful.	0	0	1	0	1	1
couldn't stop myself from eating sweets.	1	0	0	0	0	0
I am taking 5 mg. Can orgasm easily so far (I've been checking), If anything, my appetite's diminished, But it's only been 6 days, and I expect things will change.	1	0	0	0	0	0
loss of libido, stabilized weight, periods of heightened aggressiveness, dizziness and vertigo upon missed dose.	1	1	0	0	0	0
I was on 50mg for 8 years, after a while it wasn't helping so the doc increased it and I am much happier now.	0	0	1	0	0	0
Reduced libido, some difficulty with ejaculation.	1	0	0	0	0	0
Thank God for Cymbalta!	0	0	0	0	0	0
I never tried to kill myself coming off those.	0	0	0	0	0	0
The withdrawal side effects especially brain flashes or brain zap was VERY PAINFUL even though I tapered off the medication .	0	1	0	0	0	0
Fibro pain greatly reduced, energy up, sleep and dreaming wonderful after many years of not much of either.	0	0	1	0	1	1
But these were mostly the side effects, and real improvement in my depression didn't appear for the suggested two weeks.	1	0	0	1	1	1
Women know this really does work wonders.	0	0	0	0	0	0
Shakes, sweating, difficulty sleeping, diarrhea, high blood pressure, Increased orgasms.	1	0	0	0	0	0
Give it a fair chance, good luck.	0	0	0	0	0	0
I would love to help.	0	0	0	0	0	0
This has been the best.	0	0	1	0	0	0
IT HAS RUINED MY LIFE, BEWARE!	0	0	0	0	0	0
I don't wanna be sad but does life really have to be that boring?	0	0	0	0	1	0
I seem to have a more positive outlook.	0	0	1	0	0	0
As others have said, the withdrawals happen very quickly - I get pins and needles in my face and tongue (how bizzarre!)	0	1	0	0	0	0
I am more tolerating and less judgemental.	0	0	1	0	0	0
The side effects were tough to take and it no longer seemed like a good tradeoff.	1	0	0	0	0	0
Everything seemed to be positive.	0	0	0	0	0	0
I found that I just did not care about anyone or anything anymore.	1	0	0	0	0	0
I knew that anti-depressants causes decrease in sex drive but this is off the charts.	0	0	0	0	0	0
This drug was awful for me.	0	0	0	0	0	0
I have been taking antidepressants for 17 years.	0	0	0	0	0	0
God help me, DON'T TAKE IT.	0	0	0	0	0	0
My doctor switched my dosage time to morning and I noticed a world of change.	0	0	0	0	0	0
"I want to go off, but get the ""brain zaps"" really bad, Email me, if you know of something that might help."	0	1	0	0	0	0
I NEVER thought I'd see the ocean again, already have a reservation for 5 days next summer.	0	0	0	0	0	0
My doctor up my dose to 100 mg and I feel great.	0	0	1	0	0	0
Total loss of libido, Fogginess/Forgetfullness, Teeth clenching.	1	0	0	0	0	0
I would love to say Zoloft is a life saver but it only slightly helps me.	0	0	1	1	0	0
NONE, This anti-depressant did absolutely nothing for me.	0	0	0	1	0	0
grogginess, nausea, dry mouth, frequent urination.	1	0	0	0	0	0
within a month i was starting feeling a lot better & then started working a part time job about 2 years later which i still do today.	0	0	1	0	0	0
i suffer from upset stomach, headache (always over my lft eye) terrible highs and lows and hot flashes.	0	1	0	0	0	0
The med was okay until side effects had negative impacts and it was extremely difficult to get off of.	1	1	1	0	0	0
I had chest pain, heart palpitations, vomiting, headache, rage, mood swings, and more.	1	0	0	0	0	0
Forgetting one dose, and I was nautious and disoriented, with numb and tingly skin, brain shivers, crazed appetite (minimal to excessive).	0	1	0	0	0	0
looking back this seems not half as bad as the side effects from zoloft.	0	0	0	0	0	0
It's very hard to cry.	1	0	0	0	0	0
horrible inability to swallow, shortness of breath, extreme decreased appetite, increase in energy, vivid nightmares, extreme decrease in the amount it takes to get drunk.	1	0	0	0	0	0
Loss of appetite, metal taste in mouth, weightloss, headache, disoriented.	1	0	0	0	0	0
If I have to take it for the rest of my life, then I will.	0	0	1	0	0	0
Good drug in terms of lack of side effects, specially when compared to other antidepressants, After awhile, the drug just made me numb, I couldnt really feel anything, and there was a desire in me to look for stimulation elsewhere.	1	0	0	0	0	0
Please be careful, good luck, and good health.	0	0	0	0	0	0
I have been on an antidepressant for 18 years, most have worked (except for welbutrin) and I switched around to avoid side effects from some and to try to get better relief of anxiety.	0	0	0	0	1	1
I constantly feel as if I am on the verge of a panic attack, I feel like sleeping all day, but have difficulty sleeping for more than 1 hour at a time even during the night.	1	0	0	0	0	0
Right now I don't have any.	0	0	0	0	0	0
Effexor has made a huge difference in my life and when and if I have to come off it, if I experience any withdrawals, well, so be it.	0	0	1	0	0	0
"Never have I had such side effects, nor have I ever felt as ""drugged"" as I did on Cymbalta: nervous and speeding."	1	0	0	0	0	0
It tool about 6 weeks to work, Now I'am driving,shopping,back in church it has really worked.	0	0	1	0	0	0
major weight gain and constipation.	1	0	0	0	0	0
Plus, in the last year, I experienced anxiety attacks more frequently which slowly created phobias I never had before.	1	0	0	1	0	0
The psychiatrist prescribed Lexapro because I was also having severe mood swings and rage along with the depression, completely stressed out and unhappy.	0	0	0	0	1	1
others like insomnia, no libido, and sweats appeared prior, with menopause.	1	0	0	0	0	0
Still in fog as I type this.	1	0	0	0	0	0
as good as it gets, at a price	0	0	1	0	0	0
Lethargy, significant effects on short-term memory to the point it was affecting my ability to work efficiently.	1	0	0	0	0	0
Currently on Nortriptyline which seems to help.	0	0	0	0	0	0
helped me alot.	0	0	1	0	0	0
I guess I'll wait to see if this head pressure will ever go away.	1	0	0	0	0	0
I made a suicide attempt while on it and it is my opinion it was the cause that pushed me over the edge.	1	0	0	0	0	0
